"R_Med";"I_Med";"Energia";"Punti";"Ravv";"R_Fin";"R_Max";"R_Min";"T_Max";"T_Min";"Indice_Spruzzo";"T_Spruzzo"
275,46;8,52;4458,38;10682;106;260,29;290,89;270,6;110;37;7;168
279,62;8,54;4504,66;10698;106;272,94;287,36;266,8;120;39;0;0
272,54;8,49;4419,39;10714;107;257,62;291,51;287,6;64;35;6;141
279,38;8,49;4495,44;10730;107;260,66;292,08;279,8;79;37;4;229
279,45;8,52;4524,37;10746;107;270,54;289,76;271,7;106;37;0;0
273,6;8,51;4400,3;10762;107;260,78;292,03;272,6;104;38;6;141
274,49;8,52;4403,84;10778;107;261,44;291,62;267,4;116;39;6;151
276,46;8,51;4411,66;10794;107;261,44;291,46;268,7;113;40;5;177
271,94;8,49;4505,35;10810;108;257,82;293,5;288,7;59;30;6;125
280,29;8,5;4538,69;10826;108;270,07;291,82;280,7;77;36;0;0
280,08;8,51;4466,5;10842;108;271,51;290,71;270,2;106;40;0;0
280,91;8,52;4523,39;10858;108;271,4;292,31;271,3;108;38;0;0
280,48;8,52;4485,28;10874;108;271,51;292,16;270,4;110;40;0;0
280,99;8,53;4556,74;10890;108;272,27;291,43;268,1;103;37;0;0
279,2;8,49;4584,02;10906;109;266,9;292,63;288,9;52;32;0;0
280,06;8,5;4495,22;10922;109;269,68;291,38;281,3;67;38;0;0
274,42;8,49;4446,91;10938;109;260,86;292,24;274,3;82;35;7;142
273,83;8,5;4453,13;10954;109;259,63;291,12;271,2;98;35;7;150
283;8,51;4568,65;382;3;274,09;290,71;283,2;90;37;0;0
278,25;8,5;4463,53;398;3;262,59;292,24;281,2;83;38;6;169
278,72;8,5;4348,15;414;4;267,67;291,06;289,6;59;44;0;0
280,16;8,5;4517,06;430;4;269,11;290,1;286,1;80;37;0;0
281,45;8,49;4526,79;446;4;270,93;291,22;282,4;73;37;0;0
281,55;8,51;4508,48;462;4;271,79;290,86;280;91;39;0;0
280,83;8,52;4568,26;478;4;271,98;289,19;275,3;109;36;0;0
280,31;8,52;4541,31;494;4;271,98;288,74;271,6;103;37;0;0
278,57;8,5;4408,85;510;5;268,34;292,19;291,7;47;41;0;0
279,75;8,51;4473,77;526;5;269,68;289,18;285,4;61;39;0;0
281,67;8,51;4569,23;542;5;271,12;293,67;282;73;36;0;0
274,63;8,49;4476,51;558;5;260,86;292,11;278,9;87;34;7;138
281,27;8,52;4573,7;574;5;271,4;290,58;276,1;99;36;0;0
274,53;8,5;4422,77;590;5;261,06;291,25;277,2;87;37;6;141
278,82;8,5;4393,93;606;6;267,67;293,36;294,2;57;42;0;0
281,07;8,5;4490,65;622;6;268,24;294,82;289,3;68;39;0;0
274,38;8,49;4454,45;638;6;261,93;294,11;282,6;84;35;8;124
274,72;8,48;4487,74;654;6;262,88;293,25;277,8;89;33;7;127
274,89;8,5;4507,78;670;6;262,21;293,69;278,1;86;33;8;130
274,89;8,51;4464,74;686;6;260,78;292,6;274,3;108;36;7;140
275,77;8,5;4489,58;702;6;261,24;292,86;273,3;102;35;7;154
273,87;8,49;4205,52;718;7;259,54;294,51;293,5;56;47;5;152
281,02;8,5;4490,95;734;7;269,11;294,09;287,4;68;39;0;0
273,52;8,5;4382,68;750;7;262,88;293,96;281,7;80;38;8;118
274,89;8,49;4444,43;766;7;260,86;293,41;277,1;89;36;8;136
276,55;8,49;4445,96;782;7;262,5;293,54;279;82;37;8;143
275,86;8,53;4472,84;798;7;260,98;291,75;276,3;93;37;7;159
271,83;8,49;4171,37;814;8;259,71;291,22;294,2;83;47;6;128
272,92;8,5;4354,64;830;8;261,06;293,81;288,6;71;39;7;119
274,41;8,48;4439,4;846;8;261,73;294,8;283,7;71;35;6;121
274,55;8,49;4496,91;862;8;262,3;293,41;279,6;86;33;7;126
275,49;8,5;4460,78;878;8;262,21;294;277,8;91;36;7;136
276,35;8,49;4438,66;894;8;261,44;293,69;274,1;97;37;7;147
273,47;8,48;4330,7;910;9;258,77;295,05;294,8;43;40;5;146
280,54;8,5;4523,35;926;9;270,35;291,77;287,5;60;37;0;0
281,75;8,5;4644,82;942;9;271,22;292,37;283,7;70;32;0;0
274,7;8,5;4425,03;958;9;262,3;292,97;280,7;80;37;7;134
274,7;8,5;4408,87;974;9;262,21;292,26;278,1;87;38;7;138
274,52;8,5;4460,38;990;9;260,86;291,41;274,3;91;35;7;146
272,05;8,49;4315,55;1006;10;258,48;293,21;292,9;55;40;5;131
274,14;8,49;4351,4;1022;10;259,05;290,23;285,8;66;40;7;152
281,63;8,5;4642,07;1038;10;272,08;292,68;282,3;73;32;0;0
274,71;8,5;4428,12;1054;10;261,64;293,69;278,4;85;37;6;131
274,88;8,5;4450,86;1070;10;261,73;291,98;275;86;36;7;144
273,87;8,51;4407,16;1086;10;261,06;288,62;269,9;107;38;6;152
273,26;8,52;4440,79;1102;10;259,83;288,78;270;116;36;6;154
279,37;8,51;4349,24;1118;11;268,44;296,53;296;48;45;0;0
275,5;8,49;4448,22;1134;11;261,06;296,51;289,7;59;36;7;133
275;8,49;4440,25;1150;11;263,45;295,68;286;72;36;8;115
275,35;8,49;4506,18;1166;11;264,89;294,69;279,3;79;33;8;120
275,39;8,5;4496,4;1182;11;262,5;295,12;276;89;34;7;130
275,57;8,5;4464,16;1198;11;262,59;294,13;273,2;89;36;6;141
273,17;8,49;4406,81;1214;12;258,85;296,09;295,5;52;36;6;132
274,06;8,49;4425,24;1230;12;262,88;295,82;288,1;62;36;7;111
275,63;8,49;4452,48;1246;12;264,22;295,97;283,4;73;36;7;116
275,81;8,49;4489,73;1262;12;262,79;294,38;280,8;72;34;5;126
277,54;8,5;4487,46;1278;12;262,01;294,84;278;83;36;6;159
274,9;8,51;4419,27;1294;12;260,2;293,85;272,8;99;38;7;143
279,67;8,5;4465,48;1310;13;268,82;294,21;293,5;42;39;0;0
274,3;8,49;4409,96;1326;13;261,06;293,81;287,4;67;37;7;130
282,4;8,5;4552,25;1342;13;271,12;294,67;282,7;73;37;0;0
275,04;8,49;4484,11;1358;13;261,64;294,69;279,1;79;34;8;129
275,85;8,49;4431,32;1374;13;262,3;293,54;277,3;87;37;6;143
275,96;8,51;4433,34;1390;13;263,16;293,12;273,1;94;38;7;148
270,85;8,49;4290,72;1406;14;258,65;292,66;292;54;40;6;123
280,48;8,51;4444,38;1422;14;270,93;291,95;286,8;77;41;0;0
281,48;8,5;4498,55;1438;14;271,12;293,1;282,2;74;39;0;0
273,99;8,5;4456,89;1454;14;260,78;292,99;275,4;91;35;8;134
274,17;8,5;4442,69;1470;14;261,06;291,72;272,6;95;36;8;143
274,54;8,51;4454,54;1486;14;260,49;291,02;271;98;36;8;151
273,66;8,53;4361,89;1502;14;260,2;289,63;266,2;114;41;6;160
277,85;8,5;4294,2;1518;15;268,15;291,48;290,9;53;46;0;0
280,74;8,49;4432,31;1534;15;270,07;291,35;284,4;74;41;0;0
280,89;8,51;4558,59;1550;15;270,54;291,54;282,9;79;36;0;0
281,31;8,5;4555,25;1566;15;271,4;291,82;278;84;36;0;0
281,22;8,51;4587,43;1582;15;271,98;291,72;273,6;95;35;0;0
280,51;8,51;4532,73;1598;15;273,23;289,31;270,3;103;37;0;0
278,77;8,49;4504,28;1614;16;267,48;292,19;291,6;45;36;0;0
280,39;8,5;4436,03;1630;16;269,68;291,8;284,8;67;41;0;0
280,72;8,51;4589,64;1646;16;270,83;291,67;279;77;34;0;0
280,75;8,51;4577,1;1662;16;271,12;291,69;274,1;84;35;0;0
274,26;8,5;4441,32;1678;16;261,73;291,85;270,9;91;36;7;143
274,12;8,51;4387,88;1694;16;259,14;288,74;269,5;99;39;5;163
269,23;8,49;4229,44;1710;17;259,63;296,09;295,9;47;42;7;98
281,08;8,5;4549,3;1726;17;269,78;294,53;288,8;72;36;0;0
282,34;8,5;4608,88;1742;17;270,54;295,68;286;70;34;0;0
282,6;8,5;4639,03;1758;17;271,4;295,53;281,9;77;33;0;0
274,71;8,5;4427,63;1774;17;261,35;294,84;274,9;89;37;7;132
274,76;8,5;4453,46;1790;17;262,59;294,57;272,7;98;36;7;132
278,71;8,49;4354,72;1806;18;266,23;295,07;294,9;58;43;0;0
273,43;8,5;4368,3;1822;18;260,78;294,95;288,7;61;39;7;120
282,34;8,5;4591,53;1838;18;269,97;296,68;284,7;72;35;0;0
276,56;8,48;4479,18;1854;18;262,01;297,83;280,8;78;35;6;136
275,25;8,5;4520,02;1870;18;261,93;295,85;278;83;33;8;131
275,37;8,5;4477,04;1886;18;261,44;295,85;275,3;91;35;7;133
273,65;8,52;4429,84;1902;18;260,86;292,47;271;117;37;6;145
278,81;8,49;4365,52;1918;19;267,67;294,36;294,1;51;43;0;0
282,29;8,5;4629,04;1934;19;269,68;297,1;287;65;33;0;0
281,78;8,51;4609,45;1950;19;271,69;293,69;280;83;34;0;0
282,58;8,5;4614,86;1966;19;272,08;294,69;277,6;83;34;0;0
276,19;8,49;4460,77;1982;19;262,39;294,57;274,8;104;36;6;140
275,54;8,5;4441,94;1998;19;261,73;293,69;271,7;90;37;8;145
279,75;8,5;4481,86;2014;20;268,34;295,07;294,6;41;38;0;0
274,88;8,49;4422,54;2030;20;260,49;294,38;288,7;63;37;6;137
282,92;8,5;4663,78;2046;20;271,4;295,41;280,6;81;32;0;0
282,27;8,51;4457,41;2251;22;272,27;292,26;280,7;88;42;0;0
281,91;8,52;4497,7;2267;22;273,52;292,57;274,9;99;40;0;0
281,28;8,53;4539,45;2283;22;272,55;291,18;274,2;113;38;0;0
280,6;8,52;4484,61;2299;22;272,27;288,71;271;99;40;0;0
277,33;8,5;4329,61;2315;23;266,23;291,19;289,2;59;44;0;0
279,53;8,5;4520,83;2331;23;271,22;285,89;280;66;36;0;0
280,35;8,51;4569,13;2347;23;269,68;290,96;277,7;94;35;0;0
280,04;8,52;4538,56;2363;23;271,12;291,31;271,7;110;37;0;0
274,25;8,52;4376,5;2379;23;260,2;291,02;271;99;40;6;151
273,73;8,52;4335,33;2395;23;259,05;286,95;265,5;117;42;7;174
278,9;8,49;4486,92;2411;24;266,81;297,52;297,5;42;37;0;0
280,51;8,5;4519,32;2427;24;268,82;294,36;288,1;63;37;0;0
274,75;8,49;4539,73;2443;24;261,64;295,98;282,6;84;31;7;120
274,45;8,5;4479,54;2459;24;261,93;294,42;279,3;90;34;7;127
274,1;8,5;4432,6;2475;24;262,1;294;271,1;101;36;7;132
273,24;8,51;4419,17;2491;24;260,49;292,6;269,1;110;37;7;140
278,76;8,5;4407,93;2507;25;266,52;295,65;295,3;47;41;0;0
281,6;8,5;4455,16;2523;25;270,54;294,67;287,7;67;41;0;0
273,96;8,5;4474,54;2539;25;261,35;293,72;278,9;87;34;6;127
275,53;8,49;4472,07;2555;25;262,59;294,55;277,5;85;35;8;131
273,51;8,51;4398,77;2571;25;260,49;293,17;271,6;108;38;8;134
273,51;8,52;4365,16;2587;25;260,58;290,32;267,2;110;40;6;151
273,08;8,53;4349,04;2603;25;260,49;290,2;267,3;113;41;8;149
277,96;8,5;4476,17;2619;26;269,11;286,22;281,3;66;37;0;0
280,48;8,5;4481,05;2635;26;269,2;291,98;286,7;85;39;0;0
273,33;8,5;4408,72;2651;26;261,06;292,57;275,7;95;37;6;127
273,73;8,49;4484,99;2667;26;262,01;294,84;276,5;85;33;9;119
274,88;8,49;4460,68;2683;26;262,21;294,97;277,5;81;35;7;129
274,7;8,5;4425,03;2699;26;261,35;292,84;270,2;96;37;8;143
274,57;8,49;4253,23;2715;27;259,05;294,36;294,1;47;45;5;177
278,74;8,49;4418,26;2731;27;260,49;293,65;287,7;66;40;4;209
281,64;8,51;4544,29;2747;27;271,12;294,97;283,5;81;37;0;0
275,09;8,48;4508,74;2763;27;262,3;295,54;278,7;88;32;6;124
274,22;8,5;4435,58;2779;27;261,06;294,13;272,7;91;36;7;133
274,8;8,5;4452,25;2795;27;260,58;294,13;273;92;36;6;143
278,15;8,49;4354,04;2811;28;267,48;291,77;290,9;52;43;0;0
280,2;8,51;4420,45;2827;28;269,39;291,95;284,1;71;42;0;0
281,71;8,5;4521,79;2843;28;270,54;292,53;284,6;74;38;0;0
280,84;8,51;4560,56;2859;28;271,4;290,45;273,4;102;36;0;0
280,41;8,51;4472,04;2875;28;272,37;289,76;268,7;113;40;0;0
272,99;8,51;4372,92;2891;28;259,43;288,46;268,4;118;39;6;155
278,28;8,5;4441,62;2907;29;266,81;291,77;291,9;52;39;0;0
280,88;8,5;4523,59;2923;29;270,35;293,81;286,8;66;37;0;0
281,05;8,5;4532,17;2939;29;270,26;292,11;279,8;80;37;0;0
281,57;8,51;4608,86;2955;29;271,12;292,68;278,9;84;34;0;0
273,84;8,49;4407,17;2971;29;260,86;291,98;272,1;97;37;7;140
273,76;8,51;4463,66;2987;29;262,21;293,14;271;108;35;7;134
274,17;8,51;4406,83;3003;29;260,2;291,15;271,3;108;38;6;147
278,47;8,5;4408,31;3019;30;267,57;294,5;293,3;47;41;0;0
281,47;8,49;4508,37;3035;30;270,35;294,23;286,8;75;38;0;0
281,89;8,51;4531,29;3051;30;271,51;294,27;282,9;87;38;0;0
274,49;8,5;4423,29;3067;30;262,01;293,14;274,8;93;37;6;133
273,7;8,51;4438,57;3083;30;261,44;293,28;274,4;89;36;8;128
273,81;8,5;4436,76;3099;30;260,2;293,72;273,9;102;36;7;132
279,04;8,5;4457,37;3115;31;267,77;292,94;292,5;65;39;0;0
280,63;8,51;4451,08;3131;31;270,16;291,54;284,7;74;41;0;0
282,53;8,5;4678,02;3147;31;271,12;294,11;284,8;82;31;0;0
283;8,5;4563,66;3163;31;272,37;293,67;277,3;77;37;0;0
276,1;8,5;4505,59;3179;31;260,49;291,12;278,1;93;34;6;159
275,7;8,5;4464;3195;31;261,64;292,26;277,8;87;36;6;143
280,23;8,49;4445,96;3211;32;268,53;295,22;295,4;50;40;0;0
281,82;8,5;4495,8;3227;32;269,49;294,23;288;65;39;0;0
282,65;8,51;4582,27;3243;32;271,98;293,83;282,7;79;36;0;0
282,85;8,5;4593,62;3637;36;272,37;292,68;282,9;79;35;0;0
281,53;8,52;4552,69;3653;36;272,84;290,86;274,8;96;37;0;0
274,61;8,51;4457,27;3669;36;260,78;291,43;273,1;99;36;7;144
274,7;8,51;4441,96;3685;36;259,63;290,2;271;113;37;7;158
273,1;8,52;4384,94;3701;36;258,77;287,93;269,8;119;39;6;161
277,9;8,5;4501,59;3717;37;266,52;288,15;287,5;46;36;0;0
280,55;8,5;4603,94;3733;37;269,78;291,12;281,1;83;33;0;0
280,11;8,52;4550,83;3749;37;270,54;289,15;273,9;98;36;0;0
279,66;8,53;4518,96;3765;37;270,83;288,33;270,3;108;38;0;0
274,35;8,54;4385,01;3781;37;259,05;287,96;271;116;41;7;171
280,08;8,54;4478,71;3797;37;273,13;288,09;268,2;124;41;0;0
278,67;8,5;4449,21;3813;38;267,1;290,78;286,4;65;39;0;0
279,86;8,51;4596,99;3829;38;269,68;289,53;278,7;82;33;0;0
280,18;8,52;4511,57;3845;38;271,4;288,71;272,8;90;38;0;0
280,44;8,52;4518,95;3861;38;271,98;288,87;269,5;101;38;0;0
280,32;8,53;4509,53;3877;38;271,98;288,21;271;115;39;0;0
274,21;8,53;4347,36;3893;38;260,49;287,64;267;119;42;6;169
279,44;8,5;4438,41;3909;39;268,24;296,23;295,2;49;40;0;0
281,75;8,5;4639,76;3925;39;270,07;295,24;285,7;71;32;0;0
282,6;8,51;4603,62;3941;39;271,3;294,69;280,4;80;35;0;0
275,07;8,5;4415,49;3957;39;262,39;294,27;276;95;38;7;134
275,32;8,51;4429,15;3973;39;261,73;293,43;273,9;103;38;6;143
275,13;8,52;4372,58;3989;39;263,36;289,79;270,9;127;41;7;151
279,33;8,5;4516;4005;40;267,1;294,78;293,7;55;36;0;0
282,06;8,5;4607,87;4021;40;269,68;295,66;287,8;67;34;0;0
282,77;8,5;4582,33;4037;40;271,79;294,55;279,1;89;36;0;0
274,53;8,5;4420,43;4053;40;260,58;292,99;273,1;99;37;6;139
274,23;8,51;4410,14;4069;40;260,78;292,73;269,9;110;38;7;144
275,45;8,51;4434,31;4085;40;263,45;291,59;269,7;107;38;6;151
282,72;8,52;4572,93;4101;40;273,52;291,59;271,1;99;37;0;0
279,63;8,5;4461,89;4117;41;268,05;294,23;293,3;52;39;0;0
281,68;8,49;4592,62;4133;41;270,83;294,67;286;67;34;0;0
281,65;8,51;4566,34;4149;41;271,79;291,69;282,2;92;36;0;0
282,29;8,5;4531,34;4165;41;272,08;291,98;275,2;98;38;0;0
283,05;8,51;4551,05;4181;41;271,69;293,41;278,2;88;38;0;0
284,24;8,51;4566,41;4197;41;273,23;294,42;277,3;93;38;0;0
279,45;8,5;4601,26;4213;42;267,38;293,36;291,7;55;32;0;0
281,11;8,5;4588,74;4229;42;269,39;293,23;285,5;67;34;0;0
282,5;8,5;4597,84;4245;42;271,69;293,1;278,9;74;35;0;0
284,01;8,5;4580,58;4261;42;273,23;293,83;276,1;90;37;0;0
284,11;8,5;4582,8;4277;42;272,84;293,1;278,4;80;37;0;0
283,59;8,51;4541,63;4293;42;275,14;290,42;275,6;95;39;0;0
280,3;8,49;4590,45;4309;43;268,82;292,48;291,7;49;33;0;0
281,85;8,5;4638,51;4325;43;270,64;293,36;286,1;65;32;0;0
282,93;8,5;4642,61;4341;43;271,12;292,94;280,9;72;33;0;0
283,46;8,5;4666,73;4357;43;272,27;292,55;282;88;32;0;0
283,49;8,5;4528,79;4373;43;272,55;290,36;283,4;71;39;0;0
284,2;8,51;4491,19;4389;43;275,42;289,72;282,5;98;42;0;0
279,89;8,5;4589,44;4405;44;267,29;290,49;289;48;33;0;0
282,08;8,49;4655,19;4421;44;270,83;291,35;285,2;68;31;0;0
283,63;8,5;4630,03;4437;44;272,84;292,53;282,9;76;34;0;0
283,03;8,5;4563,78;4453;44;272,55;290,39;282,3;80;37;0;0
284,31;8,51;4548,88;4469;44;274,09;291,82;283,7;81;39;0;0
283,93;8,51;4627,68;4485;44;274,09;290,99;278,5;95;35;0;0
283,44;8,52;4489,22;4501;44;274,85;288,58;280,4;111;42;0;0
280,68;8,5;4497,57;4517;45;269,2;293,63;292;48;38;0;0
283,2;8,5;4582,24;4533;45;271,22;293,81;289,4;65;36;0;0
283,88;8,5;4556,3;4549;45;272,66;293,23;282,4;73;38;0;0
285,23;8,51;4587,53;4565;45;273,99;293,98;283,3;87;38;0;0
284,45;8,5;4625,05;4581;45;274,38;292,11;278,9;90;35;0;0
284,64;8,52;4459,31;4597;45;274,17;290,99;282,4;94;44;0;0
280,06;8,5;4514,76;4613;46;267,96;293,1;290,7;62;37;0;0
282,55;8,49;4642,88;4629;46;270,64;294,09;284,4;74;32;0;0
283,45;8,5;4647,15;4645;46;271,12;292,11;282,3;72;33;0;0
283,33;8,51;4537,15;4661;46;274,38;290,74;270,2;98;39;0;0
283,5;8,51;4479,35;4677;46;272,84;290,83;284,4;85;42;0;0
284,48;8,51;4527,89;4693;46;274,28;292,68;285,3;86;40;0;0
279,87;8,5;4488,93;4709;47;268,82;291,67;291,6;71;38;0;0
282,58;8,5;4674,53;4725;47;270,83;293,94;282,3;63;31;0;0
283,3;8,5;4627,05;4741;47;272,94;293,39;279,1;74;34;0;0
283,95;8,52;4620,28;4757;47;272,16;292,42;282,5;86;36;0;0
284,11;8,5;4536,59;4773;47;271,88;292,84;286;83;39;0;0
